season,week,celebrity_name,ballroom_partner,celebrity_industry,age,results,placement,elim_week,J_total,active,J_sum_week,J_pct,eliminated,contestant_id
1,1,Rachel Hunter,Jonathan Roberts,Model,35,Eliminated Week 4,4,4.0,20.0,True,109.0,0.1834862385321101,False,1_Rachel Hunter
1,2,Rachel Hunter,Jonathan Roberts,Model,35,Eliminated Week 4,4,4.0,24.0,True,121.0,0.19834710743801653,False,1_Rachel Hunter
1,3,Rachel Hunter,Jonathan Roberts,Model,35,Eliminated Week 4,4,4.0,26.0,True,106.0,0.24528301886792453,False,1_Rachel Hunter
1,4,Rachel Hunter,Jonathan Roberts,Model,35,Eliminated Week 4,4,4.0,25.0,True,92.0,0.2717391304347826,True,1_Rachel Hunter
1,5,Rachel Hunter,Jonathan Roberts,Model,35,Eliminated Week 4,4,4.0,0.0,False,73.0,0.0,False,1_Rachel Hunter
1,6,Rachel Hunter,Jonathan Roberts,Model,35,Eliminated Week 4,4,4.0,0.0,False,54.5,0.0,False,1_Rachel Hunter
1,1,Joey McIntyre,Ashly DelGrosso,Singer/Rapper,32,3rd Place,3,,20.0,True,109.0,0.1834862385321101,False,1_Joey McIntyre
1,2,Joey McIntyre,Ashly DelGrosso,Singer/Rapper,32,3rd Place,3,,21.0,True,121.0,0.17355371900826447,False,1_Joey McIntyre
1,3,Joey McIntyre,Ashly DelGrosso,Singer/Rapper,32,3rd Place,3,,22.0,True,106.0,0.20754716981132076,False,1_Joey McIntyre
1,4,Joey McIntyre,Ashly DelGrosso,Singer/Rapper,32,3rd Place,3,,20.0,True,92.0,0.21739130434782608,False,1_Joey McIntyre
1,5,Joey McIntyre,Ashly DelGrosso,Singer/Rapper,32,3rd Place,3,,22.5,True,73.0,0.3082191780821918,False,1_Joey McIntyre
1,6,Joey McIntyre,Ashly DelGrosso,Singer/Rapper,32,3rd Place,3,,0.0,False,54.5,0.0,False,1_Joey McIntyre
1,1,Trista Sutter,Louis van Amstel,TV Personality,32,Eliminated Week 2,6,2.0,18.0,True,109.0,0.1651376146788991,False,1_Trista Sutter
1,2,Trista Sutter,Louis van Amstel,TV Personality,32,Eliminated Week 2,6,2.0,19.0,True,121.0,0.15702479338842976,True,1_Trista Sutter
1,3,Trista Sutter,Louis van Amstel,TV Personality,32,Eliminated Week 2,6,2.0,0.0,False,106.0,0.0,False,1_Trista Sutter
1,4,Trista Sutter,Louis van Amstel,TV Personality,32,Eliminated Week 2,6,2.0,0.0,False,92.0,0.0,False,1_Trista Sutter
1,5,Trista Sutter,Louis van Amstel,TV Personality,32,Eliminated Week 2,6,2.0,0.0,False,73.0,0.0,False,1_Trista Sutter
1,6,Trista Sutter,Louis van Amstel,TV Personality,32,Eliminated Week 2,6,2.0,0.0,False,54.5,0.0,False,1_Trista Sutter
2,1,Tatum O'Neal,Nick Kosovich,Actor/Actress,42,Eliminated Week 2,9,2.0,23.0,True,195.0,0.11794871794871795,False,2_Tatum O'Neal
2,2,Tatum O'Neal,Nick Kosovich,Actor/Actress,42,Eliminated Week 2,9,2.0,17.0,True,200.0,0.085,True,2_Tatum O'Neal
2,3,Tatum O'Neal,Nick Kosovich,Actor/Actress,42,Eliminated Week 2,9,2.0,0.0,False,182.0,0.0,False,2_Tatum O'Neal
2,4,Tatum O'Neal,Nick Kosovich,Actor/Actress,42,Eliminated Week 2,9,2.0,0.0,False,158.0,0.0,False,2_Tatum O'Neal
2,5,Tatum O'Neal,Nick Kosovich,Actor/Actress,42,Eliminated Week 2,9,2.0,0.0,False,151.0,0.0,False,2_Tatum O'Neal
2,6,Tatum O'Neal,Nick Kosovich,Actor/Actress,42,Eliminated Week 2,9,2.0,0.0,False,133.0,0.0,False,2_Tatum O'Neal
2,7,Tatum O'Neal,Nick Kosovich,Actor/Actress,42,Eliminated Week 2,9,2.0,0.0,False,102.0,0.0,False,2_Tatum O'Neal
2,8,Tatum O'Neal,Nick Kosovich,Actor/Actress,42,Eliminated Week 2,9,2.0,0.0,False,84.3329,0.0,False,2_Tatum O'Neal
2,1,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,39,Eliminated Week 5,6,5.0,20.0,True,195.0,0.10256410256410256,False,2_Tia Carrere
2,2,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,39,Eliminated Week 5,6,5.0,22.0,True,200.0,0.11,False,2_Tia Carrere
2,3,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,39,Eliminated Week 5,6,5.0,26.0,True,182.0,0.14285714285714285,False,2_Tia Carrere
2,4,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,39,Eliminated Week 5,6,5.0,25.0,True,158.0,0.15822784810126583,False,2_Tia Carrere
2,5,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,39,Eliminated Week 5,6,5.0,22.0,True,151.0,0.1456953642384106,True,2_Tia Carrere
2,6,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,39,Eliminated Week 5,6,5.0,0.0,False,133.0,0.0,False,2_Tia Carrere
2,7,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,39,Eliminated Week 5,6,5.0,0.0,False,102.0,0.0,False,2_Tia Carrere
2,8,Tia Carrere,Maksim Chmerkoskiy,Actor/Actress,39,Eliminated Week 5,6,5.0,0.0,False,84.3329,0.0,False,2_Tia Carrere
2,1,George Hamilton,Edyta Sliwinska,Actor/Actress,66,Eliminated Week 6,5,6.0,18.0,True,195.0,0.09230769230769231,False,2_George Hamilton
2,2,George Hamilton,Edyta Sliwinska,Actor/Actress,66,Eliminated Week 6,5,6.0,22.0,True,200.0,0.11,False,2_George Hamilton
2,3,George Hamilton,Edyta Sliwinska,Actor/Actress,66,Eliminated Week 6,5,6.0,22.0,True,182.0,0.12087912087912088,False,2_George Hamilton
2,4,George Hamilton,Edyta Sliwinska,Actor/Actress,66,Eliminated Week 6,5,6.0,21.0,True,158.0,0.13291139240506328,False,2_George Hamilton
2,5,George Hamilton,Edyta Sliwinska,Actor/Actress,66,Eliminated Week 6,5,6.0,24.0,True,151.0,0.15894039735099338,False,2_George Hamilton
2,6,George Hamilton,Edyta Sliwinska,Actor/Actress,66,Eliminated Week 6,5,6.0,23.0,True,133.0,0.17293233082706766,True,2_George Hamilton
2,7,George Hamilton,Edyta Sliwinska,Actor/Actress,66,Eliminated Week 6,5,6.0,0.0,False,102.0,0.0,False,2_George Hamilton
2,8,George Hamilton,Edyta Sliwinska,Actor/Actress,66,Eliminated Week 6,5,6.0,0.0,False,84.3329,0.0,False,2_George Hamilton
2,1,Lisa Rinna,Louis van Amstel,Actor/Actress,42,Eliminated Week 7,4,7.0,19.0,True,195.0,0.09743589743589744,False,2_Lisa Rinna
2,2,Lisa Rinna,Louis van Amstel,Actor/Actress,42,Eliminated Week 7,4,7.0,20.0,True,200.0,0.1,False,2_Lisa Rinna
2,3,Lisa Rinna,Louis van Amstel,Actor/Actress,42,Eliminated Week 7,4,7.0,25.0,True,182.0,0.13736263736263737,False,2_Lisa Rinna
2,4,Lisa Rinna,Louis van Amstel,Actor/Actress,42,Eliminated Week 7,4,7.0,26.0,True,158.0,0.16455696202531644,False,2_Lisa Rinna
2,5,Lisa Rinna,Louis van Amstel,Actor/Actress,42,Eliminated Week 7,4,7.0,25.0,True,151.0,0.16556291390728478,False,2_Lisa Rinna
2,6,Lisa Rinna,Louis van Amstel,Actor/Actress,42,Eliminated Week 7,4,7.0,27.0,True,133.0,0.20300751879699247,False,2_Lisa Rinna
2,7,Lisa Rinna,Louis van Amstel,Actor/Actress,42,Eliminated Week 7,4,7.0,26.5,True,102.0,0.25980392156862747,True,2_Lisa Rinna
2,8,Lisa Rinna,Louis van Amstel,Actor/Actress,42,Eliminated Week 7,4,7.0,0.0,False,84.3329,0.0,False,2_Lisa Rinna
2,1,Stacy Keibler,Tony Dovolani,Athlete,26,3rd Place,3,,22.0,True,195.0,0.11282051282051282,False,2_Stacy Keibler
2,2,Stacy Keibler,Tony Dovolani,Athlete,26,3rd Place,3,,29.0,True,200.0,0.145,False,2_Stacy Keibler
2,3,Stacy Keibler,Tony Dovolani,Athlete,26,3rd Place,3,,27.0,True,182.0,0.14835164835164835,False,2_Stacy Keibler
2,4,Stacy Keibler,Tony Dovolani,Athlete,26,3rd Place,3,,26.0,True,158.0,0.16455696202531644,False,2_Stacy Keibler
2,5,Stacy Keibler,Tony Dovolani,Athlete,26,3rd Place,3,,30.0,True,151.0,0.1986754966887417,False,2_Stacy Keibler
2,6,Stacy Keibler,Tony Dovolani,Athlete,26,3rd Place,3,,30.0,True,133.0,0.22556390977443608,False,2_Stacy Keibler
2,7,Stacy Keibler,Tony Dovolani,Athlete,26,3rd Place,3,,27.5,True,102.0,0.2696078431372549,False,2_Stacy Keibler
2,8,Stacy Keibler,Tony Dovolani,Athlete,26,3rd Place,3,,28.6665,True,84.3329,0.33992071896021603,False,2_Stacy Keibler
2,1,Jerry Rice,Anna Trebunskaya,Athlete,43,2nd Place,2,,21.0,True,195.0,0.1076923076923077,False,2_Jerry Rice
2,2,Jerry Rice,Anna Trebunskaya,Athlete,43,2nd Place,2,,23.0,True,200.0,0.115,False,2_Jerry Rice
2,3,Jerry Rice,Anna Trebunskaya,Athlete,43,2nd Place,2,,19.0,True,182.0,0.1043956043956044,False,2_Jerry Rice
2,4,Jerry Rice,Anna Trebunskaya,Athlete,43,2nd Place,2,,24.0,True,158.0,0.1518987341772152,False,2_Jerry Rice
2,5,Jerry Rice,Anna Trebunskaya,Athlete,43,2nd Place,2,,23.0,True,151.0,0.152317880794702,False,2_Jerry Rice
2,6,Jerry Rice,Anna Trebunskaya,Athlete,43,2nd Place,2,,23.0,True,133.0,0.17293233082706766,False,2_Jerry Rice
2,7,Jerry Rice,Anna Trebunskaya,Athlete,43,2nd Place,2,,20.5,True,102.0,0.20098039215686275,False,2_Jerry Rice
2,8,Jerry Rice,Anna Trebunskaya,Athlete,43,2nd Place,2,,26.666600000000003,True,84.3329,0.31620636785880724,False,2_Jerry Rice
2,1,Giselle Fernandez,Jonathan Roberts,News Anchor,44,Eliminated Week 3,8,3.0,23.0,True,195.0,0.11794871794871795,False,2_Giselle Fernandez
2,2,Giselle Fernandez,Jonathan Roberts,News Anchor,44,Eliminated Week 3,8,3.0,24.0,True,200.0,0.12,False,2_Giselle Fernandez
2,3,Giselle Fernandez,Jonathan Roberts,News Anchor,44,Eliminated Week 3,8,3.0,22.0,True,182.0,0.12087912087912088,True,2_Giselle Fernandez
2,4,Giselle Fernandez,Jonathan Roberts,News Anchor,44,Eliminated Week 3,8,3.0,0.0,False,158.0,0.0,False,2_Giselle Fernandez
2,5,Giselle Fernandez,Jonathan Roberts,News Anchor,44,Eliminated Week 3,8,3.0,0.0,False,151.0,0.0,False,2_Giselle Fernandez
2,6,Giselle Fernandez,Jonathan Roberts,News Anchor,44,Eliminated Week 3,8,3.0,0.0,False,133.0,0.0,False,2_Giselle Fernandez
2,7,Giselle Fernandez,Jonathan Roberts,News Anchor,44,Eliminated Week 3,8,3.0,0.0,False,102.0,0.0,False,2_Giselle Fernandez
2,8,Giselle Fernandez,Jonathan Roberts,News Anchor,44,Eliminated Week 3,8,3.0,0.0,False,84.3329,0.0,False,2_Giselle Fernandez
2,1,Master P,Ashly DelGrosso,Singer/Rapper,35,Eliminated Week 4,7,4.0,12.0,True,195.0,0.06153846153846154,False,2_Master P
2,2,Master P,Ashly DelGrosso,Singer/Rapper,35,Eliminated Week 4,7,4.0,16.0,True,200.0,0.08,False,2_Master P
2,3,Master P,Ashly DelGrosso,Singer/Rapper,35,Eliminated Week 4,7,4.0,14.0,True,182.0,0.07692307692307693,False,2_Master P
2,4,Master P,Ashly DelGrosso,Singer/Rapper,35,Eliminated Week 4,7,4.0,8.0,True,158.0,0.05063291139240506,True,2_Master P
2,5,Master P,Ashly DelGrosso,Singer/Rapper,35,Eliminated Week 4,7,4.0,0.0,False,151.0,0.0,False,2_Master P
2,6,Master P,Ashly DelGrosso,Singer/Rapper,35,Eliminated Week 4,7,4.0,0.0,False,133.0,0.0,False,2_Master P
2,7,Master P,Ashly DelGrosso,Singer/Rapper,35,Eliminated Week 4,7,4.0,0.0,False,102.0,0.0,False,2_Master P
2,8,Master P,Ashly DelGrosso,Singer/Rapper,35,Eliminated Week 4,7,4.0,0.0,False,84.3329,0.0,False,2_Master P
2,1,Drew Lachey,Cheryl Burke,Singer/Rapper,29,1st Place,1,,24.0,True,195.0,0.12307692307692308,False,2_Drew Lachey
2,2,Drew Lachey,Cheryl Burke,Singer/Rapper,29,1st Place,1,,27.0,True,200.0,0.135,False,2_Drew Lachey
2,3,Drew Lachey,Cheryl Burke,Singer/Rapper,29,1st Place,1,,27.0,True,182.0,0.14835164835164835,False,2_Drew Lachey
2,4,Drew Lachey,Cheryl Burke,Singer/Rapper,29,1st Place,1,,28.0,True,158.0,0.17721518987341772,False,2_Drew Lachey
2,5,Drew Lachey,Cheryl Burke,Singer/Rapper,29,1st Place,1,,27.0,True,151.0,0.17880794701986755,False,2_Drew Lachey
2,6,Drew Lachey,Cheryl Burke,Singer/Rapper,29,1st Place,1,,30.0,True,133.0,0.22556390977443608,False,2_Drew Lachey
2,7,Drew Lachey,Cheryl Burke,Singer/Rapper,29,1st Place,1,,27.5,True,102.0,0.2696078431372549,False,2_Drew Lachey
2,8,Drew Lachey,Cheryl Burke,Singer/Rapper,29,1st Place,1,,28.9998,True,84.3329,0.34387291318097685,False,2_Drew Lachey
2,1,Kenny Mayne,Andrea Hale,Sports Broadcaster,46,Eliminated Week 1,10,1.0,13.0,True,195.0,0.06666666666666667,True,2_Kenny Mayne
2,2,Kenny Mayne,Andrea Hale,Sports Broadcaster,46,Eliminated Week 1,10,1.0,0.0,False,200.0,0.0,False,2_Kenny Mayne
2,3,Kenny Mayne,Andrea Hale,Sports Broadcaster,46,Eliminated Week 1,10,1.0,0.0,False,182.0,0.0,False,2_Kenny Mayne
2,4,Kenny Mayne,Andrea Hale,Sports Broadcaster,46,Eliminated Week 1,10,1.0,0.0,False,158.0,0.0,False,2_Kenny Mayne
2,5,Kenny Mayne,Andrea Hale,Sports Broadcaster,46,Eliminated Week 1,10,1.0,0.0,False,151.0,0.0,False,2_Kenny Mayne
2,6,Kenny Mayne,Andrea Hale,Sports Broadcaster,46,Eliminated Week 1,10,1.0,0.0,False,133.0,0.0,False,2_Kenny Mayne
2,7,Kenny Mayne,Andrea Hale,Sports Broadcaster,46,Eliminated Week 1,10,1.0,0.0,False,102.0,0.0,False,2_Kenny Mayne
2,8,Kenny Mayne,Andrea Hale,Sports Broadcaster,46,Eliminated Week 1,10,1.0,0.0,False,84.3329,0.0,False,2_Kenny Mayne
3,1,Harry Hamlin,Ashly DelGrosso,Actor/Actress,54,Eliminated Week 3,9,3.0,17.0,True,212.0,0.08018867924528301,False,3_Harry Hamlin
3,2,Harry Hamlin,Ashly DelGrosso,Actor/Actress,54,Eliminated Week 3,9,3.0,21.0,True,230.0,0.09130434782608696,False,3_Harry Hamlin
3,3,Harry Hamlin,Ashly DelGrosso,Actor/Actress,54,Eliminated Week 3,9,3.0,22.0,True,207.0,0.10628019323671498,True,3_Harry Hamlin
3,4,Harry Hamlin,Ashly DelGrosso,Actor/Actress,54,Eliminated Week 3,9,3.0,0.0,False,198.0,0.0,False,3_Harry Hamlin
3,5,Harry Hamlin,Ashly DelGrosso,Actor/Actress,54,Eliminated Week 3,9,3.0,0.0,False,181.0,0.0,False,3_Harry Hamlin
3,6,Harry Hamlin,Ashly DelGrosso,Actor/Actress,54,Eliminated Week 3,9,3.0,0.0,False,118.0,0.0,False,3_Harry Hamlin
3,7,Harry Hamlin,Ashly DelGrosso,Actor/Actress,54,Eliminated Week 3,9,3.0,0.0,False,135.0,0.0,False,3_Harry Hamlin
3,8,Harry Hamlin,Ashly DelGrosso,Actor/Actress,54,Eliminated Week 3,9,3.0,0.0,False,109.0,0.0,False,3_Harry Hamlin
3,9,Harry Hamlin,Ashly DelGrosso,Actor/Actress,54,Eliminated Week 3,9,3.0,0.0,False,88.5,0.0,False,3_Harry Hamlin
3,10,Harry Hamlin,Ashly DelGrosso,Actor/Actress,54,Eliminated Week 3,9,3.0,0.0,False,59.333200000000005,0.0,False,3_Harry Hamlin
3,1,Vivica A. Fox,Nick Kosovich,Actor/Actress,42,Eliminated Week 4,8,4.0,22.0,True,212.0,0.10377358490566038,False,3_Vivica A. Fox
3,2,Vivica A. Fox,Nick Kosovich,Actor/Actress,42,Eliminated Week 4,8,4.0,24.0,True,230.0,0.10434782608695652,False,3_Vivica A. Fox
3,3,Vivica A. Fox,Nick Kosovich,Actor/Actress,42,Eliminated Week 4,8,4.0,27.0,True,207.0,0.13043478260869565,False,3_Vivica A. Fox
3,4,Vivica A. Fox,Nick Kosovich,Actor/Actress,42,Eliminated Week 4,8,4.0,24.0,True,198.0,0.12121212121212122,True,3_Vivica A. Fox
3,5,Vivica A. Fox,Nick Kosovich,Actor/Actress,42,Eliminated Week 4,8,4.0,0.0,False,181.0,0.0,False,3_Vivica A. Fox
3,6,Vivica A. Fox,Nick Kosovich,Actor/Actress,42,Eliminated Week 4,8,4.0,0.0,False,118.0,0.0,False,3_Vivica A. Fox
3,7,Vivica A. Fox,Nick Kosovich,Actor/Actress,42,Eliminated Week 4,8,4.0,0.0,False,135.0,0.0,False,3_Vivica A. Fox
3,8,Vivica A. Fox,Nick Kosovich,Actor/Actress,42,Eliminated Week 4,8,4.0,0.0,False,109.0,0.0,False,3_Vivica A. Fox
3,9,Vivica A. Fox,Nick Kosovich,Actor/Actress,42,Eliminated Week 4,8,4.0,0.0,False,88.5,0.0,False,3_Vivica A. Fox
3,10,Vivica A. Fox,Nick Kosovich,Actor/Actress,42,Eliminated Week 4,8,4.0,0.0,False,59.333200000000005,0.0,False,3_Vivica A. Fox
3,1,Monique Coleman,Louis van Amstel,Actor/Actress,25,Eliminated Week 8,4,8.0,19.0,True,212.0,0.08962264150943396,False,3_Monique Coleman
3,2,Monique Coleman,Louis van Amstel,Actor/Actress,25,Eliminated Week 8,4,8.0,26.0,True,230.0,0.11304347826086956,False,3_Monique Coleman
3,3,Monique Coleman,Louis van Amstel,Actor/Actress,25,Eliminated Week 8,4,8.0,27.0,True,207.0,0.13043478260869565,False,3_Monique Coleman
3,4,Monique Coleman,Louis van Amstel,Actor/Actress,25,Eliminated Week 8,4,8.0,24.0,True,198.0,0.12121212121212122,False,3_Monique Coleman
3,5,Monique Coleman,Louis van Amstel,Actor/Actress,25,Eliminated Week 8,4,8.0,27.0,True,181.0,0.14917127071823205,False,3_Monique Coleman
3,6,Monique Coleman,Louis van Amstel,Actor/Actress,25,Eliminated Week 8,4,8.0,23.0,True,118.0,0.19491525423728814,False,3_Monique Coleman
3,7,Monique Coleman,Louis van Amstel,Actor/Actress,25,Eliminated Week 8,4,8.0,27.0,True,135.0,0.2,False,3_Monique Coleman
3,8,Monique Coleman,Louis van Amstel,Actor/Actress,25,Eliminated Week 8,4,8.0,26.5,True,109.0,0.24311926605504589,True,3_Monique Coleman
3,9,Monique Coleman,Louis van Amstel,Actor/Actress,25,Eliminated Week 8,4,8.0,0.0,False,88.5,0.0,False,3_Monique Coleman
3,10,Monique Coleman,Louis van Amstel,Actor/Actress,25,Eliminated Week 8,4,8.0,0.0,False,59.333200000000005,0.0,False,3_Monique Coleman
3,1,Joey Lawrence,Edyta Sliwinska,Actor/Actress,30,3rd Place,3,,21.0,True,212.0,0.09905660377358491,False,3_Joey Lawrence
3,2,Joey Lawrence,Edyta Sliwinska,Actor/Actress,30,3rd Place,3,,29.0,True,230.0,0.12608695652173912,False,3_Joey Lawrence
3,3,Joey Lawrence,Edyta Sliwinska,Actor/Actress,30,3rd Place,3,,22.0,True,207.0,0.10628019323671498,False,3_Joey Lawrence
3,4,Joey Lawrence,Edyta Sliwinska,Actor/Actress,30,3rd Place,3,,27.0,True,198.0,0.13636363636363635,False,3_Joey Lawrence
3,5,Joey Lawrence,Edyta Sliwinska,Actor/Actress,30,3rd Place,3,,25.0,True,181.0,0.13812154696132597,False,3_Joey Lawrence
3,6,Joey Lawrence,Edyta Sliwinska,Actor/Actress,30,3rd Place,3,,24.0,True,118.0,0.2033898305084746,False,3_Joey Lawrence
3,7,Joey Lawrence,Edyta Sliwinska,Actor/Actress,30,3rd Place,3,,28.5,True,135.0,0.2111111111111111,False,3_Joey Lawrence
3,8,Joey Lawrence,Edyta Sliwinska,Actor/Actress,30,3rd Place,3,,27.0,True,109.0,0.24770642201834864,False,3_Joey Lawrence
3,9,Joey Lawrence,Edyta Sliwinska,Actor/Actress,30,3rd Place,3,,29.5,True,88.5,0.3333333333333333,False,3_Joey Lawrence
3,10,Joey Lawrence,Edyta Sliwinska,Actor/Actress,30,3rd Place,3,,0.0,False,59.333200000000005,0.0,False,3_Joey Lawrence
3,1,Mario Lopez,Karina Smirnoff,Actor/Actress,32,2nd Place,2,,26.0,True,212.0,0.12264150943396226,False,3_Mario Lopez
3,2,Mario Lopez,Karina Smirnoff,Actor/Actress,32,2nd Place,2,,21.0,True,230.0,0.09130434782608696,False,3_Mario Lopez
3,3,Mario Lopez,Karina Smirnoff,Actor/Actress,32,2nd Place,2,,22.0,True,207.0,0.10628019323671498,False,3_Mario Lopez
3,4,Mario Lopez,Karina Smirnoff,Actor/Actress,32,2nd Place,2,,29.0,True,198.0,0.14646464646464646,False,3_Mario Lopez
3,5,Mario Lopez,Karina Smirnoff,Actor/Actress,32,2nd Place,2,,27.0,True,181.0,0.14917127071823205,False,3_Mario Lopez
3,6,Mario Lopez,Karina Smirnoff,Actor/Actress,32,2nd Place,2,,28.0,True,118.0,0.23728813559322035,False,3_Mario Lopez
3,7,Mario Lopez,Karina Smirnoff,Actor/Actress,32,2nd Place,2,,28.0,True,135.0,0.2074074074074074,False,3_Mario Lopez
3,8,Mario Lopez,Karina Smirnoff,Actor/Actress,32,2nd Place,2,,28.5,True,109.0,0.26146788990825687,False,3_Mario Lopez
3,9,Mario Lopez,Karina Smirnoff,Actor/Actress,32,2nd Place,2,,29.5,True,88.5,0.3333333333333333,False,3_Mario Lopez
3,10,Mario Lopez,Karina Smirnoff,Actor/Actress,32,2nd Place,2,,29.666600000000003,True,59.333200000000005,0.5,False,3_Mario Lopez
3,1,Emmitt Smith,Cheryl Burke,Athlete,37,1st Place,1,,24.0,True,212.0,0.11320754716981132,False,3_Emmitt Smith
3,2,Emmitt Smith,Cheryl Burke,Athlete,37,1st Place,1,,24.0,True,230.0,0.10434782608695652,False,3_Emmitt Smith
3,3,Emmitt Smith,Cheryl Burke,Athlete,37,1st Place,1,,19.0,True,207.0,0.09178743961352658,False,3_Emmitt Smith
3,4,Emmitt Smith,Cheryl Burke,Athlete,37,1st Place,1,,24.0,True,198.0,0.12121212121212122,False,3_Emmitt Smith
3,5,Emmitt Smith,Cheryl Burke,Athlete,37,1st Place,1,,27.0,True,181.0,0.14917127071823205,False,3_Emmitt Smith
3,6,Emmitt Smith,Cheryl Burke,Athlete,37,1st Place,1,,25.0,True,118.0,0.211864406779661,False,3_Emmitt Smith
3,7,Emmitt Smith,Cheryl Burke,Athlete,37,1st Place,1,,28.5,True,135.0,0.2111111111111111,False,3_Emmitt Smith
3,8,Emmitt Smith,Cheryl Burke,Athlete,37,1st Place,1,,27.0,True,109.0,0.24770642201834864,False,3_Emmitt Smith
3,9,Emmitt Smith,Cheryl Burke,Athlete,37,1st Place,1,,29.5,True,88.5,0.3333333333333333,False,3_Emmitt Smith
3,10,Emmitt Smith,Cheryl Burke,Athlete,37,1st Place,1,,29.666600000000003,True,59.333200000000005,0.5,False,3_Emmitt Smith
3,1,Shanna Moakler,Jesse DeSoto,Model,31,Eliminated Week 2,10,2.0,18.0,True,212.0,0.08490566037735849,False,3_Shanna Moakler
3,2,Shanna Moakler,Jesse DeSoto,Model,31,Eliminated Week 2,10,2.0,22.0,True,230.0,0.09565217391304348,True,3_Shanna Moakler
3,3,Shanna Moakler,Jesse DeSoto,Model,31,Eliminated Week 2,10,2.0,0.0,False,207.0,0.0,False,3_Shanna Moakler
3,4,Shanna Moakler,Jesse DeSoto,Model,31,Eliminated Week 2,10,2.0,0.0,False,198.0,0.0,False,3_Shanna Moakler
3,5,Shanna Moakler,Jesse DeSoto,Model,31,Eliminated Week 2,10,2.0,0.0,False,181.0,0.0,False,3_Shanna Moakler
3,6,Shanna Moakler,Jesse DeSoto,Model,31,Eliminated Week 2,10,2.0,0.0,False,118.0,0.0,False,3_Shanna Moakler
3,7,Shanna Moakler,Jesse DeSoto,Model,31,Eliminated Week 2,10,2.0,0.0,False,135.0,0.0,False,3_Shanna Moakler
3,8,Shanna Moakler,Jesse DeSoto,Model,31,Eliminated Week 2,10,2.0,0.0,False,109.0,0.0,False,3_Shanna Moakler
3,9,Shanna Moakler,Jesse DeSoto,Model,31,Eliminated Week 2,10,2.0,0.0,False,88.5,0.0,False,3_Shanna Moakler
