season,week,xi
22,5,9.610988649979032e-07
22,6,9.61098864997869e-07
22,7,9.610988649979798e-07
22,8,9.610988649978238e-07
22,9,9.610988649979205e-07
22,10,9.610988649979205e-07
23,1,9.628559253748172e-07
23,2,9.628559253747147e-07
23,3,9.628559253750012e-07
23,4,9.628559253747033e-07
23,5,9.628559253747426e-07
23,6,9.628559253748494e-07
23,7,9.628559253748386e-07
23,8,9.62855925374719e-07
23,9,9.628559253750497e-07
23,10,9.628559253750256e-07
23,11,9.62855925374818e-07
24,1,9.446123313074388e-07
24,2,9.446123313075923e-07
24,3,9.446123313075856e-07
24,4,9.446123313075862e-07
24,5,9.446123313075455e-07
24,6,9.446123313075143e-07
24,7,9.446123313076572e-07
24,8,9.446123313077393e-07
24,9,9.446123313075362e-07
24,10,9.446123313075968e-07
25,1,9.528879903604651e-07
25,2,9.528879903604237e-07
25,3,9.528879903604522e-07
25,4,9.528879903603953e-07
25,5,9.528879903606968e-07
25,6,9.528879903604068e-07
25,7,9.528879903606216e-07
25,8,9.528879903603882e-07
25,9,9.528879903605241e-07
25,10,9.52887990360452e-07
26,1,9.627666691272583e-07
26,2,9.627666691273103e-07
26,3,9.627666691274266e-07
26,4,9.627666691272614e-07
27,1,9.648882898593861e-07
27,2,9.648882898592373e-07
27,3,9.64888289859522e-07
27,4,9.648882898594892e-07
27,5,9.648882898592805e-07
27,6,9.648882898592733e-07
27,7,9.648882898593228e-07
27,8,9.648882898593135e-07
27,9,9.64888289859464e-07
28,1,9.627872352558502e-07
28,2,9.627872352558502e-07
28,3,9.627872352559855e-07
28,4,9.627872352558525e-07
28,5,9.627872352559864e-07
28,6,9.627872352561668e-07
28,7,9.627872352560971e-07
28,8,9.627872352560128e-07
28,9,9.627872352559802e-07
28,10,9.627872352560507e-07
28,11,9.627872352559688e-07
29,1,9.659025077777476e-07
29,2,9.659025077777406e-07
29,3,9.659025077779077e-07
29,4,9.659025077777578e-07
29,5,9.65902507777769e-07
29,6,9.659025077777758e-07
29,7,9.659025077778878e-07
29,8,9.659025077778401e-07
29,9,9.659025077778359e-07
29,10,9.65902507777839e-07
29,11,9.659025077778272e-07
30,1,9.660856732900651e-07
30,2,9.66085673289935e-07
30,3,9.660856732900467e-07
30,4,9.660856732899787e-07
30,5,9.66085673289935e-07
30,6,9.660856732900069e-07
30,7,9.660856732900651e-07
30,8,9.66085673290007e-07
30,9,9.660856732901583e-07
30,10,9.660856732900173e-07
31,1,9.663071768194103e-07
31,2,9.663071768194082e-07
31,3,9.66307176819502e-07
31,4,9.66307176819462e-07
31,5,9.663071768194082e-07
31,6,9.663071768194656e-07
31,7,9.66307176819538e-07
31,8,9.663071768194736e-07
31,9,9.663071768194901e-07
31,10,9.663071768195107e-07
32,1,9.672070086348046e-07
32,2,9.672070086346922e-07
32,3,9.672070086349633e-07
32,4,9.67207008634733e-07
32,5,9.672070086346922e-07
32,6,9.67207008634816e-07
32,7,9.672070086348131e-07
32,8,9.67207008634711e-07
32,9,9.672070086349038e-07
32,10,9.672070086348171e-07
32,11,9.672070086347674e-07
33,1,9.681930227374646e-07
33,2,9.681930227375417e-07
33,3,9.681930227375738e-07
33,4,9.681930227375796e-07
33,5,9.681930227375099e-07
33,6,9.68193022737615e-07
33,7,9.681930227375004e-07
33,8,9.681930227375376e-07
33,9,9.68193022737471e-07
34,1,9.675935056233539e-07
34,2,9.675935056232362e-07
34,3,9.675935056230608e-07
34,4,9.675935056230532e-07
34,5,9.67593505623056e-07
34,6,9.675935056232558e-07
34,7,9.675935056232647e-07
34,8,9.675935056230615e-07
34,9,9.675935056230824e-07
34,10,9.675935056231237e-07
34,11,9.675935056231237e-07
