season,week,xi
8,8,3.1963794711403635e-07
8,9,3.1963794711378764e-07
8,10,3.19637947114872e-07
8,11,3.19637947113752e-07
9,1,3.3224803662775957e-07
9,2,3.3224803662594824e-07
9,3,3.3224803662660284e-07
9,4,3.3224803662577814e-07
9,5,3.3224803662574617e-07
9,6,3.3224803662646747e-07
9,7,3.322480366269019e-07
9,8,3.3224803662515536e-07
9,9,3.322480366262144e-07
9,10,3.322480366267378e-07
10,1,3.3655981757113077e-07
10,2,3.365598175715931e-07
10,3,3.3655981757261885e-07
10,4,3.365598175713523e-07
10,5,3.365598175711338e-07
10,6,3.365598175729843e-07
10,7,3.3655981757113856e-07
10,8,3.3655981757055156e-07
10,9,3.3655981757193117e-07
10,10,3.365598175710237e-07
11,1,3.381830131240908e-07
11,2,3.381830131234835e-07
11,3,3.3818301312347173e-07
11,4,3.381830131239138e-07
11,5,3.381830131246738e-07
11,6,3.381830131236144e-07
11,7,3.381830131244117e-07
11,8,3.381830131229624e-07
11,9,3.3818301312349746e-07
11,10,3.3818301312387666e-07
12,1,3.3655255147106686e-07
12,2,3.365525514719728e-07
12,3,3.365525514718187e-07
12,4,3.36552551471608e-07
12,5,3.365525514716882e-07
12,6,3.3655255147201527e-07
12,7,3.3655255147137666e-07
12,8,3.3655255147287586e-07
12,9,3.3655255147183004e-07
12,10,3.3655255147183946e-07
13,1,3.3818628470039646e-07
13,2,3.3818628469970576e-07
13,3,3.381862846989625e-07
13,4,3.3818628470015617e-07
13,5,3.381862847001066e-07
13,6,3.3818628469945747e-07
13,7,3.381862846997709e-07
13,8,3.3818628470101977e-07
13,9,3.381862846997018e-07
13,10,3.3818628469918425e-07
14,1,3.1921436935403836e-07
14,2,3.1921436935517143e-07
14,3,3.192143693549616e-07
14,4,3.1921436935423726e-07
14,5,3.192143693541807e-07
14,6,3.1921436935376117e-07
14,7,3.192143693539839e-07
14,8,3.192143693540794e-07
14,9,3.1921436935501737e-07
14,10,3.19214369355555e-07
15,1,3.582385720424675e-07
15,2,3.5823857204466433e-07
15,3,3.582385720422183e-07
15,4,3.5823857204335725e-07
15,5,3.5823857204197135e-07
15,6,3.5823857204212916e-07
15,7,3.5823857204274024e-07
15,8,3.5823857204216235e-07
15,9,3.582385720440728e-07
15,10,3.582385720426405e-07
16,1,6.346717171801433e-07
16,2,6.346717171810806e-07
16,3,6.346717171797457e-07
16,4,6.346717171809804e-07
16,5,6.34671717180274e-07
16,6,6.346717171806948e-07
16,7,6.346717171813722e-07
16,8,6.346717171807342e-07
16,9,6.34671717181274e-07
16,10,6.346717171808758e-07
17,1,6.346878581968485e-07
17,2,6.346878581979953e-07
17,3,6.346878581964351e-07
17,4,6.346878582001458e-07
17,5,6.346878581960899e-07
17,6,6.34687858195636e-07
17,7,6.346878581957535e-07
17,8,6.346878581970339e-07
17,9,6.346878581967893e-07
17,10,6.346878581969618e-07
17,11,6.346878581969228e-07
18,1,3.4794970328246746e-07
18,2,3.479497032840666e-07
18,3,3.4794970328185103e-07
18,4,3.479497032829703e-07
18,5,3.479497032836669e-07
18,6,3.4794970328284884e-07
18,7,3.4794970328374457e-07
18,8,3.479497032823549e-07
18,9,3.4794970328306133e-07
18,10,3.4794970328187845e-07
19,1,6.363362528174299e-07
19,2,6.363362528166993e-07
19,3,6.363362528163863e-07
19,4,6.363362528169275e-07
19,5,6.363362528173476e-07
19,6,6.363362528175625e-07
19,7,6.363362528165151e-07
19,8,6.36336252816185e-07
19,9,6.363362528164759e-07
19,10,6.363362528185432e-07
19,11,6.363362528165251e-07
20,1,3.19212239889144e-07
20,2,3.1921223988905174e-07
20,3,3.1921223988787633e-07
20,4,3.1921223988965044e-07
20,5,3.1921223988809883e-07
20,6,3.192122398885384e-07
20,7,3.192122398875801e-07
20,8,3.1921223988761237e-07
20,9,3.192122398887079e-07
20,10,3.192122398878977e-07
21,1,3.5217226564948747e-07
21,2,3.5217226565024816e-07
21,3,3.521722656492279e-07
21,4,3.5217226564951595e-07
21,5,3.521722656509235e-07
21,6,3.52172265649823e-07
21,7,3.5217226565054896e-07
21,8,3.5217226565024387e-07
21,9,3.521722656497868e-07
21,10,3.521722656508229e-07
21,11,3.5217226565076463e-07
22,1,3.4915902037547703e-07
22,2,3.4915902037723505e-07
22,3,3.4915902037634106e-07
22,4,3.4915902037556756e-07
22,5,3.491590203756415e-07
22,6,3.4915902037524785e-07
22,7,3.4915902037460834e-07
22,8,3.4915902037526257e-07
22,9,3.49159020375532e-07
22,10,3.4915902037574935e-07
23,1,3.6250274388377403e-07
23,2,3.62502743882493e-07
23,3,3.625027438824252e-07
23,4,3.625027438820221e-07
23,5,3.6250274388317666e-07
23,6,3.6250274388330864e-07
23,7,3.6250274388387133e-07
23,8,3.625027438827536e-07
23,9,3.625027438837065e-07
23,10,3.625027438836502e-07
23,11,3.6250274388189023e-07
24,1,3.540204880400077e-07
24,2,3.5402048804139017e-07
24,3,3.540204880406235e-07
24,4,3.540204880408247e-07
24,5,3.540204880405139e-07
24,6,3.5402048804043514e-07
24,7,3.540204880400077e-07
24,8,3.540204880430176e-07
24,9,3.5402048804369034e-07
24,10,3.5402048804094034e-07
25,1,4.864471960126939e-07
25,2,4.864471960124715e-07
25,3,4.864471960113155e-07
25,4,4.864471960134583e-07
25,5,4.86447196012606e-07
25,6,4.864471960116455e-07
25,7,4.864471960113128e-07
25,8,4.864471960130339e-07
25,9,4.864471960116781e-07
25,10,4.864471960128218e-07
26,1,1.4716318281674597e-18
26,2,2.6126169779078267e-22
26,3,6.145262220565583e-20
26,4,2.3360572930695254e-18
27,1,3.8977893297380586e-07
27,2,3.897789329719612e-07
27,3,3.897789329724131e-07
27,4,3.897789329713742e-07
27,5,3.8977893297164836e-07
27,6,3.897789329736703e-07
27,7,3.8977893297212736e-07
27,8,3.897789329715586e-07
27,9,3.89778932971505e-07
28,1,3.7518979550010097e-07
28,2,3.7518979549677335e-07
28,3,3.7518979549717383e-07
28,4,3.751897954982506e-07
28,5,3.7518979549761106e-07
28,6,3.7518979549763134e-07
28,7,3.7518979549669695e-07
28,8,3.751897954981809e-07
28,9,3.7518979549790075e-07
28,10,3.7518979549777856e-07
28,11,3.751897954970903e-07
29,1,3.711834007406244e-07
29,2,3.711834007403076e-07
29,3,3.711834007392805e-07
29,4,3.711834007392787e-07
29,5,3.7118340073925845e-07
29,6,3.711834007396755e-07
29,7,3.7118340073905273e-07
29,8,3.711834007398882e-07
29,9,3.711834007390507e-07
29,10,3.711834007400158e-07
29,11,3.7118340073944025e-07
30,1,3.734160913175475e-07
30,2,3.7341609131729216e-07
30,3,3.7341609131965724e-07
30,4,3.7341609131791044e-07
30,5,3.734160913192922e-07
30,6,3.734160913176841e-07
30,7,3.7341609131744235e-07
30,8,3.734160913170079e-07
30,9,3.734160913182161e-07
30,10,3.73416091318078e-07
31,1,3.714822842190079e-07
31,2,3.714822842191755e-07
31,3,3.714822842187063e-07
31,4,3.7148228421912643e-07
31,5,3.7148228421840296e-07
31,6,3.714822842179824e-07
31,7,3.714822842193787e-07
31,8,3.7148228421864405e-07
31,9,3.7148228422024325e-07
31,10,3.7148228421865093e-07
32,1,6.47345644981506e-07
32,2,6.473456449809299e-07
32,3,6.473456449808443e-07
32,4,6.473456449826055e-07
32,5,6.473456449811853e-07
32,6,6.47345644981512e-07
32,7,6.473456449812965e-07
32,8,6.473456449811039e-07
32,9,6.473456449811383e-07
32,10,6.473456449814069e-07
32,11,6.473456449821757e-07
33,1,3.9896136312722365e-07
33,2,3.9896136312531184e-07
33,3,3.9896136312473856e-07
33,4,3.989613631247068e-07
33,5,3.9896136312715557e-07
33,6,3.989613631255345e-07
33,7,3.989613631271431e-07
33,8,3.989613631255141e-07
33,9,3.989613631279905e-07
34,1,6.122931876473807e-07
34,2,6.122931876475629e-07
34,3,6.122931876475011e-07
34,4,6.122931876480622e-07
34,5,6.122931876482716e-07
34,6,6.122931876473361e-07
34,7,6.122931876486657e-07
34,8,6.122931876478982e-07
34,9,6.122931876480828e-07
34,10,6.12293187647667e-07
34,11,6.12293187647726e-07
