season,week,elim,non_elim,p_e,p_i,q_e,q_i,lhs
5,8,Cameron Mathison,Marie Osmond,0.2,0.2,0.19391634980988592,0.18631178707224336,0.0038022813688212836
5,9,Jennie Garth,Marie Osmond,0.25,0.25,0.24786324786324787,0.23931623931623933,0.004273504273504272
6,2,Penn Jillette,Adam Carolla,0.9696870099119095,0.0,0.06614785992217899,0.07392996108949416,0.48095245437229717
6,2,Penn Jillette,Cristian de la Fuente,0.9696870099119095,0.0,0.06614785992217899,0.07782101167315175,0.4790069290804684
6,2,Penn Jillette,Jason Taylor,0.9696870099119095,0.0,0.06614785992217899,0.10505836575875487,0.4653882520376668
6,2,Penn Jillette,Kristi Yamaguchi,0.9696870099119095,0.0,0.06614785992217899,0.10505836575875487,0.4653882520376668
6,2,Penn Jillette,Mario,0.9696870099119095,0.0,0.06614785992217899,0.10116731517509728,0.4673337773294956
6,2,Penn Jillette,Marissa Jaret Winokur,0.9696870099119095,0.0,0.06614785992217899,0.08171206225680934,0.4770614037886396
6,2,Penn Jillette,Marlee Matlin,0.9696870099119095,0.0,0.06614785992217899,0.0933852140077821,0.4712248279131532
6,2,Penn Jillette,Priscilla Presley,0.9696870099119095,0.0,0.06614785992217899,0.08171206225680934,0.4770614037886396
6,2,Penn Jillette,Shannon Elizabeth,0.9696870099119095,0.0303129900880905,0.06614785992217899,0.0933852140077821,0.4560683328691079
6,2,Penn Jillette,Steve Guttenberg,0.9696870099119095,0.0,0.06614785992217899,0.0622568093385214,0.4867890302477835
6,3,Steve Guttenberg,Marissa Jaret Winokur,0.0,0.0,0.09210526315789473,0.08333333333333333,0.0043859649122807015
6,7,Shannon Elizabeth,Cristian de la Fuente,0.16666666666666666,0.16666666666666666,0.1650485436893204,0.1488673139158576,0.008090614886731393
6,8,Mario,Cristian de la Fuente,1.0,0.0,0.19850187265917604,0.21348314606741572,0.49250936329588013
6,8,Mario,Jason Taylor,1.0,0.0,0.19850187265917604,0.1947565543071161,0.50187265917603
6,8,Mario,Kristi Yamaguchi,1.0,0.0,0.19850187265917604,0.20599250936329588,0.49625468164794007
6,8,Mario,Marissa Jaret Winokur,1.0,0.0,0.19850187265917604,0.18726591760299627,0.5056179775280899
7,1,Jeffrey Ross,Cloris Leachman,0.04591006066382422,0.0,0.047619047619047616,0.06349206349206349,0.015018522395404174
7,1,Jeffrey Ross,Cody Linley,0.04591006066382422,0.0,0.047619047619047616,0.08134920634920635,0.0060899509668327426
7,1,Jeffrey Ross,Lance Bass,0.04591006066382422,0.0,0.047619047619047616,0.08531746031746032,0.0041058239827057585
7,1,Jeffrey Ross,Rocco DiSpirito,0.04591006066382422,0.0,0.047619047619047616,0.06944444444444445,0.012042331919213695
7,1,Jeffrey Ross,Warren Sapp,0.04591006066382422,0.0,0.047619047619047616,0.08531746031746032,0.0041058239827057585
7,1,Ted McGinley,Cloris Leachman,0.0,0.0,0.07341269841269842,0.06349206349206349,0.0049603174603174635
7,1,Ted McGinley,Rocco DiSpirito,0.0,0.0,0.07341269841269842,0.06944444444444445,0.001984126984126984
7,2,Kim Kardashian,Brooke Burke,0.2307956627978009,0.0,0.07692307692307693,0.1085972850678733,0.09956072732650226
7,2,Kim Kardashian,Cloris Leachman,0.2307956627978009,0.0,0.07692307692307693,0.06787330316742081,0.11992271827672851
7,2,Kim Kardashian,Cody Linley,0.2307956627978009,0.0,0.07692307692307693,0.09502262443438914,0.10634805764324434
7,2,Kim Kardashian,Lance Bass,0.2307956627978009,0.0,0.07692307692307693,0.09049773755656108,0.10861050108215836
7,2,Kim Kardashian,Misty May-Treanor,0.2307956627978009,0.2089187538179597,0.07692307692307693,0.09502262443438914,0.0018886807342644862
7,2,Kim Kardashian,Rocco DiSpirito,0.2307956627978009,0.0,0.07692307692307693,0.07239819004524888,0.11766027483781447
7,2,Kim Kardashian,Susan Lucci,0.2307956627978009,0.0,0.07692307692307693,0.09502262443438914,0.10634805764324434
7,2,Kim Kardashian,Toni Braxton,0.2307956627978009,0.0,0.07692307692307693,0.10407239819004525,0.10182317076541628
7,2,Kim Kardashian,Warren Sapp,0.2307956627978009,0.0,0.07692307692307693,0.1085972850678733,0.09956072732650226
7,5,Toni Braxton,Cloris Leachman,0.125,0.125,0.11282051282051282,0.1076923076923077,0.002564102564102562
7,5,Toni Braxton,Lance Bass,0.125,0.125,0.11282051282051282,0.1076923076923077,0.002564102564102562
7,7,Susan Lucci,Cody Linley,0.16666666666666666,0.16666666666666666,0.16326530612244897,0.14965986394557823,0.006802721088435368
7,7,Susan Lucci,Warren Sapp,0.16666666666666666,0.16666666666666666,0.16326530612244897,0.14285714285714285,0.010204081632653059
8,2,Belinda Carlisle,David Alan Grier,0.07692307692307693,0.07692307692307693,0.06792452830188679,0.06415094339622641,0.0018867924528301883
8,2,Belinda Carlisle,Steve Wozniak,0.07692307692307693,0.07692307692307693,0.06792452830188679,0.06415094339622641,0.0018867924528301883
8,2,Belinda Carlisle,Steve-O,0.07692307692307693,0.07692307692307693,0.06792452830188679,0.052830188679245285,0.007547169811320753
8,3,Denise Richards,Steve Wozniak,0.08333333333333333,0.08333333333333333,0.06299212598425197,0.03937007874015748,0.011811023622047244
8,3,Denise Richards,Steve-O,0.08333333333333333,0.08333333333333333,0.06299212598425197,0.05905511811023622,0.001968503937007874
8,4,Holly Madison,Steve-O,0.09090909090909091,0.09090909090909091,0.06611570247933884,0.06198347107438017,0.002066115702479339
8,5,David Alan Grier,Lawrence Taylor,0.1111111111111111,0.1111111111111111,0.10476190476190476,0.09523809523809523,0.004761904761904766
8,5,David Alan Grier,Steve-O,0.1111111111111111,0.1111111111111111,0.10476190476190476,0.08571428571428572,0.009523809523809525
8,5,David Alan Grier,Ty Murray,0.1111111111111111,0.1111111111111111,0.10476190476190476,0.1,0.0023809523809523794
8,8,Chuck Wicks,Melissa Rycroft,0.16666666666666666,0.16666666666666666,0.16346153846153846,0.14743589743589744,0.008012820512820512
8,9,Lil' Kim,Ty Murray,0.2,0.2,0.1947565543071161,0.17228464419475656,0.011235955056179775
9,3,Debi Mazar,Aaron Carter,0.03090507726269316,0.0,0.06589147286821706,0.08139534883720931,0.007700600646850455
9,3,Debi Mazar,Donny Osmond,0.03090507726269316,0.0,0.06589147286821706,0.08139534883720931,0.007700600646850455
9,3,Debi Mazar,Joanna Krupa,0.03090507726269316,0.0,0.06589147286821706,0.08914728682170543,0.0038246316546023933
9,3,Debi Mazar,Kelly Osbourne,0.03090507726269316,0.0,0.06589147286821706,0.07751937984496124,0.00963858514297449
9,3,Debi Mazar,Louie Vito,0.03090507726269316,0.0,0.06589147286821706,0.07751937984496124,0.00963858514297449
9,3,Debi Mazar,Michael Irvin,0.03090507726269316,0.0,0.06589147286821706,0.05426356589147287,0.021266492119718677
9,3,Debi Mazar,Tom DeLay,0.03090507726269316,0.0,0.06589147286821706,0.05813953488372093,0.019328507623594643
9,4,Chuck Liddell,Louie Vito,0.09090909090909091,0.09090909090909091,0.07024793388429752,0.06611570247933884,0.002066115702479339
9,4,Chuck Liddell,Michael Irvin,0.09090909090909091,0.09090909090909091,0.07024793388429752,0.06611570247933884,0.002066115702479339
9,5,Natalie Coughlin,Michael Irvin,0.1,0.1,0.09090909090909091,0.08677685950413223,0.002066115702479339
9,6,Louie Vito,Michael Irvin,0.1111111111111111,0.1111111111111111,0.09230801183542559,0.08461490828237482,0.0038465517765253823
9,6,Melissa Joan Hart,Michael Irvin,0.1111111111111111,0.1111111111111111,0.09230762721870961,0.08461490828237482,0.0038463594681673943
9,9,Joanna Krupa,Donny Osmond,0.25,0.25,0.2531258701201785,0.23125016992245911,0.010937850098859697
9,9,Joanna Krupa,Kelly Osbourne,0.25,0.25,0.2531258701201785,0.2437489628870599,0.004688453616559299
10,2,Shannen Doherty,Aiden Turner,0.546430221952555,0.0,0.09090909090909091,0.08636363636363636,0.27548783824900475
10,2,Shannen Doherty,Buzz Aldrin,0.546430221952555,0.0,0.09090909090909091,0.05454545454545454,0.2913969291580957
10,2,Shannen Doherty,Chad Ochocinco,0.546430221952555,0.0,0.09090909090909091,0.07272727272727272,0.2823060200671866
10,2,Shannen Doherty,Erin Andrews,0.546430221952555,0.0,0.09090909090909091,0.10454545454545454,0.26639692915809565
10,2,Shannen Doherty,Evan Lysacek,0.546430221952555,0.0,0.09090909090909091,0.10909090909090909,0.2641242018853684
10,2,Shannen Doherty,Jake Pavelka,0.546430221952555,0.2627789663451667,0.09090909090909091,0.09090909090909091,0.14182562780369415
10,2,Shannen Doherty,Kate Gosselin,0.546430221952555,0.0,0.09090909090909091,0.06818181818181818,0.28457874733991384
10,2,Shannen Doherty,Nicole Scherzinger,0.546430221952555,0.0,0.09090909090909091,0.12727272727272726,0.2550332927944593
10,2,Shannen Doherty,Niecy Nash,0.546430221952555,0.11528196717978567,0.09090909090909091,0.09545454545454546,0.2133014001136574
10,2,Shannen Doherty,Pamela Anderson,0.546430221952555,0.07550884452249261,0.09090909090909091,0.1,0.23091523416957663
10,4,Aiden Turner,Kate Gosselin,0.1111111111111111,0.1111111111111111,0.0889487870619946,0.0862533692722372,0.001347708894878702
10,7,Pamela Anderson,Niecy Nash,0.16666666666666666,0.16666666666666666,0.1639871382636656,0.15755627009646303,0.003215434083601282
11,5,Florence Henderson,Bristol Palin,0.125,0.125,0.11538461538461539,0.0989010989010989,0.008241758241758247
11,5,Florence Henderson,Kyle Massey,0.125,0.125,0.11538461538461539,0.10989010989010989,0.0027472527472527514
11,6,Audrina Patridge,Brandy,0.6712785598230755,0.32872144017692445,0.1545889285615942,0.17391314849856981,0.16161644985458773
11,6,Audrina Patridge,Bristol Palin,0.6712785598230755,0.0,0.1545889285615942,0.13526519171803963,0.34530114833331504
11,6,Audrina Patridge,Jennifer Grey,0.6712785598230755,0.0,0.1545889285615942,0.14009709211577046,0.3428851981344496
11,6,Audrina Patridge,Kurt Warner,0.6712785598230755,0.0,0.1545889285615942,0.10628006954612891,0.3597937094192704
11,6,Audrina Patridge,Kyle Massey,0.6712785598230755,0.0,0.1545889285615942,0.14492754323323798,0.3404699725757159
11,6,Audrina Patridge,Rick Fox,0.6712785598230755,0.0,0.1545889285615942,0.1449280263266591,0.3404697310290053
11,7,Rick Fox,Bristol Palin,0.16666666666666666,0.16666666666666666,0.16546762589928057,0.15587529976019185,0.0047961630695443624
11,7,Rick Fox,Kyle Massey,0.16666666666666666,0.16666666666666666,0.16546762589928057,0.1606714628297362,0.0023980815347721812
11,8,Kurt Warner,Bristol Palin,0.2,0.2,0.1811320754716981,0.17735849056603772,0.0018867924528301883
11,9,Brandy,Bristol Palin,0.25,0.25,0.25,0.2324561403508772,0.008771929824561403
12,4,Sugar Ray Leonard,Chelsea Kane,0.3914193342784083,0.0,0.10194174757281553,0.1262135922330097,0.18357374480910707
12,4,Sugar Ray Leonard,Chris Jericho,0.3914193342784083,0.37710782931401315,0.10194174757281553,0.11165048543689321,0.002301383550158735
12,4,Sugar Ray Leonard,Hines Ward,0.3914193342784083,0.0,0.10194174757281553,0.12135922330097088,0.1860009292751265
12,4,Sugar Ray Leonard,Kendra Wilkinson,0.3914193342784083,0.0,0.10194174757281553,0.08737864077669903,0.2029912205372624
12,4,Sugar Ray Leonard,Kirstie Alley,0.3914193342784083,0.0,0.10194174757281553,0.10679611650485436,0.19328248267318474
12,4,Sugar Ray Leonard,Petra Nemcova,0.3914193342784083,0.23147283640757846,0.10194174757281553,0.11165048543689321,0.07511888000337608
12,4,Sugar Ray Leonard,Ralph Macchio,0.3914193342784083,0.0,0.10194174757281553,0.12135922330097088,0.1860009292751265
12,4,Sugar Ray Leonard,Romeo,0.3914193342784083,0.0,0.10194174757281553,0.11165048543689321,0.19085529820716532
12,7,Kendra Wilkinson,Kirstie Alley,0.16666666666666666,0.16666666666666666,0.16180371352785147,0.15915119363395225,0.0013262599469496122
12,7,Kendra Wilkinson,Romeo,0.16666666666666666,0.16666666666666666,0.16180371352785147,0.15915119363395225,0.0013262599469496122
12,8,Romeo,Chelsea Kane,1.0,0.0,0.2,0.21153846153846154,0.49423076923076925
12,8,Romeo,Hines Ward,1.0,0.0,0.2,0.2076923076923077,0.49615384615384617
12,8,Romeo,Kirstie Alley,1.0,0.0,0.2,0.20384615384615384,0.4980769230769231
12,8,Romeo,Ralph Macchio,1.0,0.0,0.2,0.17692307692307693,0.5115384615384615
13,2,Elisabetta Canalis,Carson Kressley,0.09090909090909091,0.09090909090909091,0.09417040358744394,0.08071748878923767,0.006726457399103138
13,2,Elisabetta Canalis,Chaz Bono,0.09090909090909091,0.09090909090909091,0.09417040358744394,0.07623318385650224,0.00896860986547085
13,2,Elisabetta Canalis,David Arquette,0.09090909090909091,0.09090909090909091,0.09417040358744394,0.08071748878923767,0.006726457399103138
13,2,Elisabetta Canalis,Hope Solo,0.09090909090909091,0.09090909090909091,0.09417040358744394,0.08520179372197309,0.004484304932735425
13,3,Kristin Cavallari,Carson Kressley,0.1,0.1,0.10126582278481013,0.0970464135021097,0.002109704641350213
13,3,Kristin Cavallari,Chaz Bono,0.1,0.1,0.10126582278481013,0.0759493670886076,0.012658227848101264
13,3,Kristin Cavallari,Nancy Grace,0.1,0.1,0.10126582278481013,0.08860759493670886,0.006329113924050632
13,4,Chynna Phillips,Carson Kressley,1.0,0.0,0.10047846889952153,0.09569377990430622,0.5023923444976076
13,4,Chynna Phillips,Chaz Bono,1.0,0.0,0.10047846889952153,0.10047846889952153,0.5
13,4,Chynna Phillips,David Arquette,1.0,0.0,0.10047846889952153,0.11004784688995216,0.49521531100478466
13,4,Chynna Phillips,Hope Solo,1.0,0.0,0.10047846889952153,0.11483253588516747,0.49282296650717705
13,4,Chynna Phillips,J.R. Martinez,1.0,0.0,0.10047846889952153,0.12440191387559808,0.4880382775119617
13,4,Chynna Phillips,Nancy Grace,1.0,0.0,0.10047846889952153,0.10047846889952153,0.5
13,4,Chynna Phillips,Ricki Lake,1.0,0.0,0.10047846889952153,0.13875598086124402,0.48086124401913877
13,4,Chynna Phillips,Rob Kardashian,1.0,0.0,0.10047846889952153,0.11483253588516747,0.49282296650717705
13,7,David Arquette,Nancy Grace,0.16666666666666666,0.16666666666666666,0.16040955631399317,0.15017064846416384,0.005119453924914669
14,3,Jack Wagner,Donald Driver,1.0,0.0,0.08571428571428572,0.09285714285714286,0.49642857142857144
14,3,Jack Wagner,Gavin DeGraw,1.0,0.0,0.08571428571428572,0.08571428571428572,0.5
14,3,Jack Wagner,Gladys Knight,1.0,0.0,0.08571428571428572,0.08571428571428572,0.5
14,3,Jack Wagner,Jaleel White,1.0,0.0,0.08571428571428572,0.08928571428571429,0.4982142857142857
14,3,Jack Wagner,Katherine Jenkins,1.0,0.0,0.08571428571428572,0.10357142857142858,0.49107142857142855
14,3,Jack Wagner,Maria Menounos,1.0,0.0,0.08571428571428572,0.09642857142857143,0.49464285714285716
14,3,Jack Wagner,Melissa Gilbert,1.0,0.0,0.08571428571428572,0.08571428571428572,0.5
14,3,Jack Wagner,Roshon Fegan,1.0,0.0,0.08571428571428572,0.08928571428571429,0.4982142857142857
14,3,Jack Wagner,Sherri Sheperd,1.0,0.0,0.08571428571428572,0.08571428571428572,0.5
14,3,Jack Wagner,William Levy,1.0,0.0,0.08571428571428572,0.1,0.4928571428571429
14,4,Sherri Sheperd,Donald Driver,0.6056276845175482,0.0,0.09012875536480687,0.11587982832618025,0.28993830577808744
14,4,Sherri Sheperd,Gavin DeGraw,0.6056276845175482,0.39437231548245183,0.09012875536480687,0.09871244635193133,0.10133583902398596
14,4,Sherri Sheperd,Gladys Knight,0.6056276845175482,0.0,0.09012875536480687,0.08583690987124463,0.3049597650055552
14,4,Sherri Sheperd,Jaleel White,0.6056276845175482,0.0,0.09012875536480687,0.0944206008583691,0.300667919511993
14,4,Sherri Sheperd,Katherine Jenkins,0.6056276845175482,0.0,0.09012875536480687,0.10300429184549356,0.29637607401843075
14,4,Sherri Sheperd,Maria Menounos,0.6056276845175482,0.0,0.09012875536480687,0.11158798283261803,0.29208422852486854
14,4,Sherri Sheperd,Melissa Gilbert,0.6056276845175482,0.0,0.09012875536480687,0.0944206008583691,0.300667919511993
14,4,Sherri Sheperd,Roshon Fegan,0.6056276845175482,0.0,0.09012875536480687,0.11158798283261803,0.29208422852486854
14,4,Sherri Sheperd,William Levy,0.6056276845175482,0.0,0.09012875536480687,0.0944206008583691,0.300667919511993
14,7,Jaleel White,Donald Driver,1.0,0.0,0.13896457765667575,0.1444141689373297,0.49727520435967304
14,7,Jaleel White,Katherine Jenkins,1.0,0.0,0.13896457765667575,0.14713896457765668,0.49591280653950953
14,7,Jaleel White,Maria Menounos,1.0,0.0,0.13896457765667575,0.1553133514986376,0.49182561307901906
14,7,Jaleel White,Melissa Gilbert,1.0,0.0,0.13896457765667575,0.12806539509536785,0.5054495912806539
14,7,Jaleel White,Roshon Fegan,1.0,0.0,0.13896457765667575,0.14168937329700274,0.4986376021798365
14,7,Jaleel White,William Levy,1.0,0.0,0.13896457765667575,0.1444141689373297,0.49727520435967304
14,8,Roshon Fegan,Donald Driver,1.0,0.0,0.1712538226299694,0.16819571865443425,0.5015290519877675
14,8,Roshon Fegan,Katherine Jenkins,1.0,0.0,0.1712538226299694,0.16819571865443425,0.5015290519877675
14,8,Roshon Fegan,Maria Menounos,1.0,0.0,0.1712538226299694,0.1620795107033639,0.5045871559633027
14,8,Roshon Fegan,William Levy,1.0,0.0,0.1712538226299694,0.1743119266055046,0.4984709480122324
14,9,Maria Menounos,Donald Driver,0.25,0.25,0.2565217391304348,0.24782608695652175,0.004347826086956524
14,9,Maria Menounos,Katherine Jenkins,0.25,0.25,0.2565217391304348,0.24347826086956523,0.006521739130434787
14,9,Maria Menounos,William Levy,0.25,0.25,0.2565217391304348,0.25217391304347825,0.002173913043478276
15,2,Joey Fatone,Bristol Palin,0.034171725622297214,0.0,0.08152173913043478,0.06521739130434782,0.025238036724192087
15,2,Joey Fatone,Emmitt Smith,0.034171725622297214,0.0,0.08152173913043478,0.08152173913043478,0.017085862811148607
15,2,Joey Fatone,Gilles Marini,0.034171725622297214,0.0,0.08152173913043478,0.09239130434782608,0.011651080202452958
15,2,Joey Fatone,Kelly Monaco,0.034171725622297214,0.0,0.08152173913043478,0.07971014492753623,0.017991659912597886
15,2,Joey Fatone,Kirstie Alley,0.034171725622297214,0.0,0.08152173913043478,0.07608695652173914,0.01980325411549643
15,2,Joey Fatone,Melissa Rycroft,0.034171725622297214,0.0,0.08152173913043478,0.08514492753623189,0.015274268608250055
15,2,Joey Fatone,Shawn Johnson,0.034171725622297214,0.0,0.08152173913043478,0.09057971014492754,0.01255687730390223
15,3,Drew Lachey,Bristol Palin,0.0,0.0,0.08633093525179857,0.08093525179856115,0.002697841726618709
15,3,Helio Castroneves,Apolo Anton Ohno,1.0,0.0,0.09172661870503597,0.09172661870503597,0.5
15,3,Helio Castroneves,Bristol Palin,1.0,0.0,0.09172661870503597,0.08093525179856115,0.5053956834532374
15,3,Helio Castroneves,Emmitt Smith,1.0,0.0,0.09172661870503597,0.08992805755395683,0.5008992805755396
15,3,Helio Castroneves,Gilles Marini,1.0,0.0,0.09172661870503597,0.09172661870503597,0.5
15,3,Helio Castroneves,Kelly Monaco,1.0,0.0,0.09172661870503597,0.09712230215827339,0.4973021582733813
15,3,Helio Castroneves,Kirstie Alley,1.0,0.0,0.09172661870503597,0.08633093525179857,0.5026978417266187
15,3,Helio Castroneves,Melissa Rycroft,1.0,0.0,0.09172661870503597,0.09712230215827339,0.4973021582733813
15,3,Helio Castroneves,Sabrina Bryan,1.0,0.0,0.09172661870503597,0.09172661870503597,0.5
15,3,Helio Castroneves,Shawn Johnson,1.0,0.0,0.09172661870503597,0.09532374100719425,0.4982014388489209
15,4,Bristol Palin,Kirstie Alley,0.1111111111111111,0.1111111111111111,0.09953343701399689,0.09331259720062209,0.003110419906687402
15,6,Sabrina Bryan,Apolo Anton Ohno,1.0,0.0,0.13274336283185842,0.13274336283185842,0.5
15,6,Sabrina Bryan,Emmitt Smith,1.0,0.0,0.13274336283185842,0.1172566371681416,0.5077433628318584
15,6,Sabrina Bryan,Gilles Marini,1.0,0.0,0.13274336283185842,0.12168141592920353,0.5055309734513275
15,6,Sabrina Bryan,Kelly Monaco,1.0,0.0,0.13274336283185842,0.11946902654867257,0.5066371681415929
15,6,Sabrina Bryan,Kirstie Alley,1.0,0.0,0.13274336283185842,0.12168141592920353,0.5055309734513275
