season,week,xi
29,8,3.3796614595446584e-19
29,9,1.6775070547064287e-07
29,10,1.6775070548982626e-07
29,11,1.677507055134518e-07
30,1,1.6111397667287932e-06
30,2,1.6111397667274158e-06
30,3,1.932989055298571e-05
30,4,1.046704392955072e-06
30,5,2.104208336951719e-05
30,6,2.2391144178557585e-07
30,7,2.148733905938607e-06
30,8,1.6096875757662323e-06
30,9,1.6094483039898215e-06
30,10,1.609448303991095e-06
31,1,6.7062483280392145e-06
31,2,5.267886334094222e-06
31,3,1.8841756431829065e-06
31,4,1.2192830422201087e-06
31,5,6.6436601546588965e-06
31,6,1.0241059942833268e-05
31,7,3.9203737373705054e-06
31,8,1.1633590827326115e-06
31,9,1.142664074743902e-06
31,10,1.2475095241180494e-06
32,1,6.300521623431798e-06
32,2,3.1322347389390673e-05
32,3,9.81246277870643e-06
32,4,1.6152260965371204e-05
32,5,3.2836398741905903e-06
32,6,2.5925190621161304e-06
32,7,4.8413695988717876e-05
32,8,5.2893699354835216e-05
32,9,4.059166758878226e-06
32,10,4.059166758972929e-06
32,11,4.0591667588925465e-06
33,1,1.517129265055941e-06
33,2,4.7984289766751473e-05
33,3,4.9295199947832144e-18
33,4,1.8373660386335014e-05
33,5,1.026603932072212e-18
33,6,0.0
33,7,0.0
33,8,0.0
33,9,4.722208680942724e-19
34,1,7.935479872439175e-07
34,2,7.93547987239869e-07
34,3,7.935479872499764e-07
34,4,3.916600816299155e-05
34,5,7.935479872455875e-07
34,6,7.935479872465953e-07
34,7,3.5854394814489236e-06
34,8,6.719673664705938e-06
34,9,7.93547987261234e-07
34,10,7.935479872584807e-07
34,11,2.9911954181426475e-06
