season,week,xi
23,3,3.044191023728265e-07
23,4,3.044191023728839e-07
23,5,3.044191023728521e-07
23,6,3.0441910237272054e-07
23,7,3.0441910237275474e-07
23,8,3.044191023728893e-07
23,9,3.0441910237291414e-07
23,10,3.0441910237272133e-07
23,11,3.044191023728499e-07
24,1,2.9500914142420336e-07
24,2,2.9500914142424873e-07
24,3,2.950091414242556e-07
24,4,2.950091414242091e-07
24,5,2.950091414240603e-07
24,6,2.950091414240441e-07
24,7,2.950091414240172e-07
24,8,2.950091414241911e-07
24,9,2.950091414241157e-07
24,10,2.9500914142408573e-07
25,1,3.1284548666260913e-07
25,2,3.128454866627359e-07
25,3,3.128454866627393e-07
25,4,3.128454866626016e-07
25,5,3.128454866627077e-07
25,6,3.128454866626479e-07
25,7,3.1284548666253655e-07
25,8,3.12845486662599e-07
25,9,3.1284548666262777e-07
25,10,3.12845486662742e-07
26,1,1.2521693823330735e-07
26,2,1.252169382332823e-07
26,3,1.2521693823320825e-07
26,4,1.25216938233255e-07
27,1,1.8944668105711254e-07
27,2,1.8944668105727501e-07
27,3,1.894466810571329e-07
27,4,1.8944668105706834e-07
27,5,1.8944668105699417e-07
27,6,1.894466810570928e-07
27,7,1.8944668105718168e-07
27,8,1.894466810571111e-07
27,9,1.8944668105702392e-07
28,1,1.8842662547388398e-07
28,2,1.884266254739362e-07
28,3,1.884266254738524e-07
28,4,1.8842662547389676e-07
28,5,1.8842662547390976e-07
28,6,1.8842662547383893e-07
28,7,1.8842662547381455e-07
28,8,1.884266254738413e-07
28,9,1.8842662547383604e-07
28,10,1.8842662547382397e-07
28,11,1.8842662547386336e-07
29,1,3.093626877624992e-07
29,2,3.0936268776258383e-07
29,3,3.0936268776256875e-07
29,4,3.0936268776244926e-07
29,5,3.093626877624478e-07
29,6,3.093626877624633e-07
29,7,3.0936268776241993e-07
29,8,3.0936268776246514e-07
29,9,3.093626877623938e-07
29,10,3.09362687762608e-07
29,11,3.09362687762442e-07
30,1,2.097643428601552e-07
30,2,2.097643428599361e-07
30,3,2.0976434285992862e-07
30,4,2.0976434286002206e-07
30,5,2.097643428601388e-07
30,6,2.0976434285990173e-07
30,7,2.097643428599158e-07
30,8,2.0976434285984762e-07
30,9,2.097643428599182e-07
30,10,2.0976434286002873e-07
31,1,1.6248529754761006e-07
31,2,1.6248529754776555e-07
31,3,1.6248529754773685e-07
31,4,1.6248529754770978e-07
31,5,1.6248529754771634e-07
31,6,1.624852975476446e-07
31,7,1.6248529754766165e-07
31,8,1.624852975476996e-07
31,9,1.624852975476788e-07
31,10,1.6248529754771338e-07
32,1,2.982117312566316e-07
32,2,2.982117312566863e-07
32,3,2.9821173125672505e-07
32,4,2.982117312570413e-07
32,5,2.9821173125666597e-07
32,6,2.9821173125683214e-07
32,7,2.9821173125669826e-07
32,8,2.9821173125673706e-07
32,9,2.9821173125674066e-07
32,10,2.9821173125676396e-07
32,11,2.9821173125668333e-07
33,1,2.8856605521000623e-07
33,2,2.8856605521007214e-07
33,3,2.8856605521009115e-07
33,4,2.8856605520997495e-07
33,5,2.885660552100461e-07
33,6,2.885660552101427e-07
33,7,2.885660552100701e-07
33,8,2.885660552100787e-07
33,9,2.8856605521000994e-07
34,1,2.8712819302737924e-07
34,2,2.871281930272813e-07
34,3,2.871281930273191e-07
34,4,2.871281930275257e-07
34,5,2.871281930273511e-07
34,6,2.871281930274023e-07
34,7,2.8712819302723694e-07
34,8,2.871281930272676e-07
34,9,2.8712819302735807e-07
34,10,2.871281930274307e-07
34,11,2.8712819302730253e-07
