season,week,xi
13,7,2.876666713738155e-07
13,8,2.8766667136939634e-07
13,9,2.876666713635304e-07
13,10,2.8766667136969767e-07
14,1,3.1394624849235185e-07
14,2,3.1394624846979017e-07
14,3,3.139462484664274e-07
14,4,3.1394624846606953e-07
14,5,3.139462484600656e-07
14,6,3.1394624847147026e-07
14,7,3.1394624847522235e-07
14,8,3.1394624845842347e-07
14,9,3.1394624845905906e-07
14,10,3.139462484550088e-07
15,1,3.5870867549735077e-07
15,2,3.587086754985654e-07
15,3,3.5870867549348883e-07
15,4,3.587086754919703e-07
15,5,3.5870867551127096e-07
15,6,3.587086755074582e-07
15,7,3.5870867549478643e-07
15,8,3.587086754917079e-07
15,9,3.587086754930625e-07
15,10,3.587086754926343e-07
16,1,2.6373193553339297e-19
16,2,3.942990073139647e-20
16,3,2.830734960611532e-19
16,4,2.0719394433387026e-19
16,5,2.865955155545688e-19
16,6,4.578939892038511e-19
16,7,4.0843605436003234e-19
16,8,3.0989229444997404e-19
16,9,3.0040562990627023e-19
16,10,6.686721091079295e-19
17,1,2.943234401473968e-20
17,2,2.4100930817984267e-19
17,3,2.5737470777034154e-22
17,4,4.680687336468025e-20
17,5,4.791532648120576e-19
17,6,4.2470874551507505e-19
17,7,1.820240341010225e-19
17,8,6.32626286094446e-20
17,9,2.8552479995947536e-19
17,10,8.473463984000334e-20
17,11,4.586152290672362e-19
18,1,7.977736084538464e-19
18,2,9.846649453007935e-19
18,3,5.574794714492466e-19
18,4,2.3727640490905004e-19
18,5,4.5071460285932035e-19
18,6,1.9500807495380143e-19
18,7,1.8405587571695635e-19
18,8,4.770267506231824e-19
18,9,6.375886155510641e-20
18,10,4.588065378555303e-19
19,1,1.7207716260989916e-19
19,2,2.7856166344616477e-19
19,3,5.478131716328563e-21
19,4,6.026123329008712e-22
19,5,1.5460714383690566e-20
19,6,3.373430987062764e-19
19,7,8.867435755678047e-20
19,8,8.824497655962677e-20
19,9,3.0676475182616164e-21
19,10,3.431102982788763e-22
19,11,1.8020526836105624e-21
20,1,3.9931963764389746e-07
20,2,3.993196376198621e-07
20,3,3.993196376448081e-07
20,4,3.9931963762823784e-07
20,5,3.993196376325664e-07
20,6,3.9931963764382123e-07
20,7,3.9931963768059686e-07
20,8,3.993196376214909e-07
20,9,3.9931963764547697e-07
20,10,3.9931963764246407e-07
21,1,5.87115060546733e-22
21,2,7.053773678161914e-20
21,3,9.028347125997137e-22
21,4,6.671263744205525e-20
21,5,3.5242906494471803e-22
21,6,3.5243059932290073e-22
21,7,1.1251908490508864e-26
21,8,7.2256301081401705e-22
21,9,1.4032142578573896e-19
21,10,1.6159895097781776e-19
21,11,2.34946231620741e-22
22,1,4.599516180820188e-21
22,2,5.235586619155626e-20
22,3,2.151693113434762e-21
22,4,2.143434982236724e-21
22,5,7.619543846369261e-21
22,6,3.8544742642387514e-22
22,7,9.332119127516124e-22
22,8,3.3856014400857993e-21
22,9,2.2386813171131335e-23
22,10,0.0
23,1,3.0180913489377525e-07
23,2,3.018091349003615e-07
23,3,3.0180913488751377e-07
23,4,3.018091348876617e-07
23,5,3.018091348853288e-07
23,6,3.0180913488270866e-07
23,7,3.0180913488513546e-07
23,8,3.018091348928115e-07
23,9,3.0180913491636086e-07
23,10,3.018091348937448e-07
23,11,3.0180913488634386e-07
24,1,1.5477074949501468e-07
24,2,1.5477074948929959e-07
24,3,1.5477074949578365e-07
24,4,1.547707494951959e-07
24,5,1.5477074949031767e-07
24,6,1.5477074949294302e-07
24,7,1.5477074949345582e-07
24,8,1.5477074949140258e-07
24,9,1.5477074949707778e-07
24,10,1.5477074950253493e-07
25,1,2.8600861954567104e-07
25,2,2.8600861954083914e-07
25,3,2.860086195417448e-07
25,4,2.860086195398711e-07
25,5,2.860086195401562e-07
25,6,2.8600861954577236e-07
25,7,2.860086195502603e-07
25,8,2.860086195380714e-07
25,9,2.8600861954299627e-07
25,10,2.8600861954958613e-07
26,1,1.0165404951934226e-22
26,2,4.986212264426826e-20
26,3,2.7663740203777967e-19
26,4,1.1397817854657657e-21
27,1,9.493222299793205e-20
27,2,1.0552555626928436e-19
27,3,6.919061989478806e-19
27,4,1.6611039125047547e-19
27,5,1.4919895659878742e-19
27,6,7.611925958326079e-20
27,7,4.733974962011774e-19
27,8,3.19712641169636e-19
27,9,2.2403881726376826e-19
28,1,5.366780415880346e-22
28,2,8.050186442208329e-22
28,3,0.0
28,4,1.4230151231237263e-21
28,5,8.050888094022821e-22
28,6,7.532457862509082e-21
28,7,2.7105427172477803e-22
28,8,2.8053687041399226e-20
28,9,8.099787508636046e-20
28,10,3.388129506437959e-22
28,11,1.0164391087218116e-22
29,1,2.1974765336039982e-07
29,2,2.19747653374557e-07
29,3,2.1974765337635903e-07
29,4,2.1974765336240268e-07
29,5,2.1974765335872065e-07
29,6,2.1974765335684426e-07
29,7,2.1974765336855238e-07
29,8,2.197476533589881e-07
29,9,2.1974765336998585e-07
29,10,2.19747653356064e-07
29,11,2.1974765335402923e-07
30,1,2.8779882223530076e-07
30,2,2.8779882222871307e-07
30,3,2.8779882222129544e-07
30,4,2.8779882223369225e-07
30,5,2.877988222225154e-07
30,6,2.877988222259812e-07
30,7,2.877988222275402e-07
30,8,2.8779882223338636e-07
30,9,2.8779882222896204e-07
30,10,2.87798822228659e-07
31,1,4.74945804209261e-07
31,2,4.749458042125311e-07
31,3,4.74945804208749e-07
31,4,4.7494580421830705e-07
31,5,4.7494580424193445e-07
31,6,4.7494580420485045e-07
31,7,4.7494580421737954e-07
31,8,4.7494580420653144e-07
31,9,4.7494580420907725e-07
31,10,4.7494580421660784e-07
32,1,1.9106236571949194e-07
32,2,1.9106236574441154e-07
32,3,1.91062365730708e-07
32,4,1.910623657168229e-07
32,5,1.9106236571463153e-07
32,6,1.9106236572463546e-07
32,7,1.9106236571840053e-07
32,8,1.9106236571432781e-07
32,9,1.9106236572212144e-07
32,10,1.9106236572539787e-07
32,11,1.9106236571748804e-07
33,1,3.746057957734986e-07
33,2,3.746057957933736e-07
33,3,3.7460579578231284e-07
33,4,3.746057957673979e-07
33,5,3.746057957863275e-07
33,6,3.746057957718735e-07
33,7,3.7460579577108653e-07
33,8,3.746057957703416e-07
33,9,3.7460579577312634e-07
34,1,3.1095333843690044e-07
34,2,3.109533383589888e-07
34,3,3.1095333834775785e-07
34,4,3.1095333834284993e-07
34,5,3.109533383338072e-07
34,6,3.1095333837198055e-07
34,7,3.109533383344479e-07
34,8,3.1095333834984684e-07
34,9,3.109533383467998e-07
34,10,3.109533383361092e-07
34,11,3.1095333836152854e-07
