season,week,xi
12,2,2.049828236641807e-07
12,3,2.0498282366421105e-07
12,4,2.0498282366428458e-07
12,5,2.0498282366416245e-07
12,6,2.0498282366405522e-07
12,7,2.0498282366417158e-07
12,8,2.049828236641275e-07
12,9,2.0498282366409146e-07
12,10,2.0498282366413937e-07
13,1,2.1135545318091838e-07
13,2,2.113554531809772e-07
13,3,2.1135545318091907e-07
13,4,2.1135545318086907e-07
13,5,2.1135545318094607e-07
13,6,2.1135545318102135e-07
13,7,2.11355453180898e-07
13,8,2.1135545318081864e-07
13,9,2.1135545318094165e-07
13,10,2.1135545318089053e-07
14,1,2.0594319246238125e-07
14,2,2.0594319246204034e-07
14,3,2.0594319246203465e-07
14,4,2.0594319246202753e-07
14,5,2.0594319246212965e-07
14,6,2.059431924620814e-07
14,7,2.059431924620455e-07
14,8,2.0594319246223762e-07
14,9,2.059431924621766e-07
14,10,2.0594319246208468e-07
15,1,2.139604687366938e-07
15,2,2.1396046873649895e-07
15,3,2.139604687364411e-07
15,4,2.1396046873648193e-07
15,5,2.139604687364655e-07
15,6,2.1396046873644996e-07
15,7,2.139604687365098e-07
15,8,2.139604687364308e-07
15,9,2.1396046873645128e-07
15,10,2.1396046873656523e-07
16,1,2.005906411223856e-07
16,2,2.0059064112261339e-07
16,3,2.0059064112260267e-07
16,4,2.0059064112246743e-07
16,5,2.0059064112247217e-07
16,6,2.0059064112255145e-07
16,7,2.0059064112251865e-07
16,8,2.005906411224236e-07
16,9,2.0059064112259012e-07
16,10,2.0059064112249883e-07
17,1,2.5443594888258357e-07
17,2,2.5443594888233544e-07
17,3,2.54435948882351e-07
17,4,2.54435948882307e-07
17,5,2.544359488825439e-07
17,6,2.5443594888228864e-07
17,7,2.544359488823385e-07
17,8,2.544359488823508e-07
17,9,2.544359488823136e-07
17,10,2.544359488823578e-07
17,11,2.5443594888242454e-07
18,1,2.5056012015744484e-07
18,2,2.5056012015726993e-07
18,3,2.505601201574283e-07
18,4,2.5056012015733166e-07
18,5,2.5056012015746104e-07
18,6,2.505601201572959e-07
18,7,2.505601201573989e-07
18,8,2.5056012015738645e-07
18,9,2.5056012015744384e-07
18,10,2.505601201574145e-07
19,1,1.9871684010011976e-07
19,2,1.9871684010018557e-07
19,3,1.9871684010023936e-07
19,4,1.9871684010011497e-07
19,5,1.9871684010029928e-07
19,6,1.9871684010011855e-07
19,7,1.9871684010017114e-07
19,8,1.9871684010021993e-07
19,9,1.9871684010006312e-07
19,10,1.987168401002985e-07
19,11,1.987168401001946e-07
20,1,2.054543935620621e-07
20,2,2.0545439356205597e-07
20,3,2.0545439356200613e-07
20,4,2.05454393561908e-07
20,5,2.0545439356197367e-07
20,6,2.0545439356200644e-07
20,7,2.0545439356208599e-07
20,8,2.0545439356184622e-07
20,9,2.0545439356189204e-07
20,10,2.0545439356189276e-07
21,1,2.056149105391943e-07
21,2,2.056149105392216e-07
21,3,2.0561491053927075e-07
21,4,2.0561491053916283e-07
21,5,2.0561491053914057e-07
21,6,2.0561491053909242e-07
21,7,2.0561491053912474e-07
21,8,2.056149105392379e-07
21,9,2.0561491053926408e-07
21,10,2.0561491053920166e-07
21,11,2.0561491053922353e-07
22,1,2.0892808790793218e-07
22,2,2.0892808790786937e-07
22,3,2.089280879079498e-07
22,4,2.089280879078111e-07
22,5,2.089280879078911e-07
22,6,2.0892808790793838e-07
22,7,2.0892808790785126e-07
22,8,2.0892808790788668e-07
22,9,2.089280879079076e-07
22,10,2.089280879078508e-07
23,1,2.5519555897177124e-07
23,2,2.551955589718678e-07
23,3,2.5519555897178485e-07
23,4,2.551955589719342e-07
23,5,2.55195558971839e-07
23,6,2.551955589716915e-07
23,7,2.5519555897173503e-07
23,8,2.5519555897183445e-07
23,9,2.5519555897163365e-07
23,10,2.551955589716527e-07
23,11,2.5519555897163397e-07
24,1,2.0030283913589692e-07
24,2,2.0030283913607064e-07
24,3,2.0030283913586378e-07
24,4,2.003028391358923e-07
24,5,2.0030283913596974e-07
24,6,2.0030283913579562e-07
24,7,2.003028391358439e-07
24,8,2.0030283913583954e-07
24,9,2.0030283913597768e-07
24,10,2.0030283913582058e-07
25,1,2.5834566017559376e-07
25,2,2.5834566017560143e-07
25,3,2.5834566017551927e-07
25,4,2.5834566017556564e-07
25,5,2.5834566017545415e-07
25,6,2.583456601754299e-07
25,7,2.5834566017560196e-07
25,8,2.5834566017549963e-07
25,9,2.5834566017570376e-07
25,10,2.583456601756225e-07
26,1,2.17775510889745e-07
26,2,2.1777551088984062e-07
26,3,2.1777551088978754e-07
26,4,2.1777551088975499e-07
27,1,1.9979166713832498e-07
27,2,1.997916671382889e-07
27,3,1.9979166713823872e-07
27,4,1.997916671383451e-07
27,5,1.9979166713839878e-07
27,6,1.99791667138158e-07
27,7,1.9979166713821812e-07
27,8,1.9979166713822352e-07
27,9,1.9979166713826148e-07
28,1,2.0136702156767095e-07
28,2,2.0136702156764173e-07
28,3,2.0136702156749328e-07
28,4,2.0136702156762373e-07
28,5,2.01367021567778e-07
28,6,2.013670215675644e-07
28,7,2.0136702156771383e-07
28,8,2.01367021567635e-07
28,9,2.013670215675917e-07
28,10,2.0136702156765732e-07
28,11,2.0136702156750506e-07
29,1,2.1722665577208936e-07
29,2,2.172266557721013e-07
29,3,2.1722665577206662e-07
29,4,2.1722665577196696e-07
29,5,2.1722665577203764e-07
29,6,2.1722665577201604e-07
29,7,2.1722665577198346e-07
29,8,2.1722665577209333e-07
29,9,2.172266557720132e-07
29,10,2.172266557721945e-07
29,11,2.1722665577205535e-07
30,1,2.1363185688286133e-07
30,2,2.1363185688298428e-07
30,3,2.136318568831551e-07
30,4,2.136318568831342e-07
30,5,2.136318568829987e-07
30,6,2.1363185688305734e-07
30,7,2.1363185688299225e-07
30,8,2.1363185688308563e-07
30,9,2.1363185688308444e-07
30,10,2.1363185688303605e-07
31,1,2.0332982018028942e-07
31,2,2.0332982018022917e-07
31,3,2.033298201802449e-07
31,4,2.0332982018022616e-07
31,5,2.0332982018024408e-07
31,6,2.0332982018033315e-07
31,7,2.033298201802428e-07
31,8,2.033298201802767e-07
31,9,2.0332982018031618e-07
31,10,2.033298201802735e-07
32,1,2.5263322197318473e-07
32,2,2.526332219731828e-07
32,3,2.5263322197309855e-07
32,4,2.526332219730031e-07
32,5,2.526332219732432e-07
32,6,2.526332219729799e-07
32,7,2.526332219730305e-07
32,8,2.526332219730688e-07
32,9,2.5263322197314635e-07
32,10,2.52633221973119e-07
32,11,2.5263322197303846e-07
33,1,2.5383954843764785e-07
33,2,2.5383954843755404e-07
33,3,2.5383954843768744e-07
33,4,2.5383954843787824e-07
33,5,2.53839548437655e-07
33,6,2.5383954843773096e-07
33,7,2.5383954843761105e-07
33,8,2.538395484376719e-07
33,9,2.5383954843768586e-07
34,1,2.517684576882397e-07
34,2,2.51768457688328e-07
34,3,2.5176845768806186e-07
34,4,2.5176845768802506e-07
34,5,2.517684576882062e-07
34,6,2.5176845768796895e-07
34,7,2.5176845768795645e-07
34,8,2.51768457688012e-07
34,9,2.5176845768817996e-07
34,10,2.517684576879752e-07
34,11,2.5176845768812575e-07
